FEN: rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR, Games: 176, Wins: 83, Losses: 82, Draws: 11
FEN: rnbqkb1r/ppp1pp1p/3p1np1/8/4PP2/3P1N2/PPP3PP/RNBQKB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/ppp1ppbp/3p1np1/8/4PP2/3P1N2/PPP3PP/RNBQKB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/ppp1ppbp/3p1np1/8/4PP2/3P1NP1/PPP4P/RNBQKB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbq1rk1/ppp1ppbp/3p1np1/8/4PP2/3P1NP1/PPP4P/RNBQKB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbq1rk1/ppp1ppbp/3p1np1/8/4PP2/3P1NP1/PPP3BP/RNBQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppnppbp/3p1np1/8/4PP2/3P1NP1/PPP3BP/RNBQK2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppnppbp/3p1np1/8/4PP2/3P1NP1/PPP3BP/RNBQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pbp/3p1np1/4p3/4PP2/3P1NP1/PPP3BP/RNBQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pbp/3p1np1/4P3/4P3/3P1NP1/PPP3BP/RNBQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pbp/5np1/4p3/4P3/3P1NP1/PPP3BP/RNBQ1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pbp/5np1/4p1B1/4P3/3P1NP1/PPP3BP/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pb1/5npp/4p1B1/4P3/3P1NP1/PPP3BP/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bq1rk1/pppn1pb1/5npp/4p3/4P3/3P1NP1/PPPB2BP/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqr1k1/pppn1pb1/5npp/4p3/4P3/3P1NP1/PPPB2BP/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqr1k1/pppn1pb1/5npp/4p3/4P3/3P1NPP/PPPB2B1/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqrnk1/ppp2pb1/5npp/4p3/4P3/3P1NPP/PPPB2B1/RN1Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqrnk1/ppp2pb1/5npp/4p3/4P3/2NP1NPP/PPPB2B1/R2Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqrnk1/pp3pb1/2p2npp/4p3/4P3/2NP1NPP/PPPB2B1/R2Q1RK1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqrnk1/pp3pb1/2p2npp/4p3/4P3/2NP1NPP/PPPB2BK/R2Q1R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1rnk1/ppq2pb1/2p2npp/4p3/4P3/2NP1NPP/PPPB2BK/R2Q1R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1rnk1/ppq2pb1/2p2npp/4p3/4P3/2NPBNPP/PPP3BK/R2Q1R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1r1k1/ppq2pb1/2p1nnpp/4p3/4P3/2NPBNPP/PPP3BK/R2Q1R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1r1k1/ppq2pb1/2p1nnpp/4p3/4P3/2NPBNPP/PPPQ2BK/R4R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1r3/ppq2pbk/2p1nnpp/4p3/4P3/2NPBNPP/PPPQ2BK/R4R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1r3/ppq2pbk/2p1nnpp/4p3/4P3/3PBNPP/PPPQN1BK/R4R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r3/ppqb1pbk/2p1nnpp/4p3/4P3/3PBNPP/PPPQN1BK/R4R2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3r3/ppqb1pbk/2p1nnpp/4p3/4P3/3PBNPP/PPPQN1B1/R4R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/2p1nnpp/4p3/4P3/3PBNPP/PPPQN1B1/R4R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/2p1nnpp/4p3/4P3/3PB1PP/PPPQN1BN/R4R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/4nnpp/2p1p3/4P3/3PB1PP/PPPQN1BN/R4R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/4nnpp/2p1p3/4P3/3PB1PP/PPPQNRBN/R6K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/5npp/2p1p3/3nP3/3PB1PP/PPPQNRBN/R6K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/5npp/2p1p3/3nP3/3PB1PP/PPPQNRBN/5R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/6pp/2p1p2n/3nP3/3PB1PP/PPPQNRBN/5R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/6pp/2p1p2n/3BP3/3P2PP/PPPQNRBN/5R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/6pp/4p2n/3pP3/3P2PP/PPPQNRBN/5R1K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppqb1pbk/6pp/4p2n/3pP3/3P2PP/PPPQNRBN/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2pbk/4b1pp/4p2n/3pP3/3P2PP/PPPQNRBN/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2pbk/4b1pp/4p2n/3pP3/1P1P2PP/P1PQNRBN/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1rb2/ppq2p1k/4b1pp/4p2n/3pP3/1P1P2PP/P1PQNRBN/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1rb2/ppq2p1k/4b1pp/4p2n/3pP3/1P1P1BPP/P1PQNR1N/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2p1k/4b1pp/4p2n/3pP3/bP1P1BPP/P1PQNR1N/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2p1k/4b1pp/4p2B/3pP3/bP1P2PP/P1PQNR1N/2R4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2p1k/4b1pp/4p2B/3pP3/1P1P2PP/P1PQNR1N/2b4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/ppq2p1k/4b1pp/4p2B/3pP3/1P1P2PP/P1P1NR1N/2Q4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/pp3p1k/4b1pp/4p2B/3pP3/1P1P2PP/P1q1NR1N/2Q4K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r1r3/pp3p1k/4b1pp/4p2B/3pP3/1P1P2PP/P1Q1NR1N/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3p1k/4b1pp/4p2B/3pP3/1P1P2PP/P1r1NR1N/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3p1k/4b1pp/4p3/3pP1B1/1P1P2PP/P1r1NR1N/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3p1k/6pp/4p3/3pP1b1/1P1P2PP/P1r1NR1N/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3p1k/6pp/4p3/3pP1N1/1P1P2PP/P1r1NR2/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6pp/4p3/3pP1N1/1P1P2PP/P1r1NR2/7K, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6pp/4p3/3pP1N1/1P1P2PP/P1r1NRK1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6pp/4p3/3pP1N1/1P1P2PP/r3NRK1/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6pp/4p3/3pP1N1/1P1P1KPP/r3NR2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6p1/4p2p/3pP1N1/1P1P1KPP/r3NR2/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp3pk1/6p1/4p2p/3pP3/1P1P1KPP/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/p4pk1/6p1/1p2p2p/3pP3/1P1P1KPP/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/p4pk1/6p1/1p2p2p/3pP1P1/1P1P1K1P/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5pk1/6p1/pp2p2p/3pP1P1/1P1P1K1P/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5pk1/6p1/pp2p2P/3pP3/1P1P1K1P/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5pk1/8/pp2p2p/3pP3/1P1P1K1P/r3NR1N/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5pk1/8/pp2p2p/3pP3/1P1P1K1P/r3N1RN/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/pp2p2p/3pP3/1P1P1K1P/r3N1RN/8, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/pp2p2p/3pP3/1P1P1K1P/r3N2N/6R1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/1p2p2p/p2pP3/1P1P1K1P/r3N2N/6R1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/1p2p2p/P2pP3/3P1K1P/r3N2N/6R1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/4p2p/p2pP3/3P1K1P/r3N2N/6R1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/5p2/7k/4p2p/p2pP3/3P1K1P/r3N2N/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r5/5p2/7k/4p2p/p2pP3/3P1K1P/r3N2N/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2r5/5p2/7k/4p2p/p2pP3/3P1K1P/r3N3/1R3N2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p2/7k/4p2p/p2pP3/3P1K1P/r1r1N3/1R3N2, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p2/7k/4p2p/p2pP3/3P1KNP/r1r1N3/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p2/7k/4p2p/3pP3/p2P1KNP/r1r1N3/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p2/7k/4pN1p/3pP3/p2P1K1P/r1r1N3/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/p2P1K1P/r1r1N3/1R6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/p2P1K1P/r1r5/1RN5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/p2P1K1P/1rr5/1RN5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/p2P1K1P/1rr5/R1N5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/3P1K1P/prr5/R1N5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/3P2KP/prr5/R1N5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/3P2KP/pr6/R1r5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/3P2KP/pr6/2R5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5p1k/8/4pN1p/3pP3/3P2KP/p7/1rR5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/2R2p1k/8/4pN1p/3pP3/3P2KP/p7/1r6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/2R2p1k/8/4pN1p/3pP3/3P2KP/8/qr6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/5R1k/8/4pN1p/3pP3/3P2KP/8/qr6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/5R2/8/4pN1p/3pP3/3P2KP/8/qr6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1p/3pP3/3P2KP/8/qr6, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1p/3pP3/3P2KP/8/q5r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1p/3pP2K/3P3P/8/q5r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1p/3pP2K/3P3P/8/4q1r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1K/3pP3/3P3P/8/4q1r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R2/4pN1K/3pP3/3P3P/4q3/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R1K/4pN2/3pP3/3P3P/4q3/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R1K/4pN2/3pP3/3P3P/3q4/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R1K/4p3/3pP3/3PN2P/3q4/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/5R1K/4p3/3pP3/3Pq2P/8/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/7K/4p3/3pPR2/3Pq2P/8/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/7K/4p3/3pPq2/3P3P/8/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/8/4p2K/3pPq2/3P3P/8/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6k1/8/8/4p1qK/3pP3/3P3P/8/6r1, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp3ppp/4p3/2ppPn2/3P2Q1/P1P5/2P2PPP/R1B1KBNR, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp3ppp/4p3/2ppPn2/3P4/P1P4Q/2P2PPP/R1B1KBNR, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp3ppp/4p3/3pPn2/2pP4/P1P4Q/2P2PPP/R1B1KBNR, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp3ppp/4p3/3pPn2/2pP2P1/P1P4Q/2P2P1P/R1B1KBNR, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp2nppp/4p3/3pP3/2pP2P1/P1P4Q/2P2P1P/R1B1KBNR, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: rnbqk2r/pp2nppp/4p3/3pP3/2pP2P1/P1P2N1Q/2P2P1P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp2nppp/2n1p3/3pP3/2pP2P1/P1P2N1Q/2P2P1P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp2nppp/2n1p3/3pP1N1/2pP2P1/P1P4Q/2P2P1P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp2npp1/2n1p2p/3pP1N1/2pP2P1/P1P4Q/2P2P1P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp2npp1/2n1p2p/3pP1N1/2pP1PP1/P1P4Q/2P4P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp3pp1/2n1p1np/3pP1N1/2pP1PP1/P1P4Q/2P4P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1bqk2r/pp3pp1/2n1p1np/3pP3/2pP1PP1/P1P2N1Q/2P4P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1k2r/pp3pp1/2n1p1np/q2pP3/2pP1PP1/P1P2N1Q/2P4P/R1B1KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r1b1k2r/pp3pp1/2n1p1np/q2pP3/2pP1PP1/P1P2N1Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3k2r/pp1b1pp1/2n1p1np/q2pP3/2pP1PP1/P1P2N1Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3k2r/pp1b1pp1/2n1p1np/q2pPP2/2pP2P1/P1P2N1Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3k2r/pp1bnpp1/2n1p2p/q2pPP2/2pP2P1/P1P2N1Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: r3k2r/pp1bnpp1/2n1p2p/q2pPP2/2pP2PN/P1P4Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bnpp1/2n1p2p/q2pPP2/2pP2PN/P1P4Q/2PB3P/R3KB1R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bnpp1/2n1p2p/q2pPP2/2pP2PN/P1P4Q/2PB2BP/R3K2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bnpp1/2n1p2p/3pPP2/q1pP2PN/P1P4Q/2PB2BP/R3K2R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bnpp1/2n1p2p/3pPP2/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn1p1/2n1pp1p/3pPP2/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn1p1/2n1pP1p/3p1P2/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn3/2n1pp1p/3p1P2/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn3/2n1Pp1p/3p4/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp2n3/2n1bp1p/3p4/q1pP2PN/P1P4Q/2PB2BP/R2K3R, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp2n3/2n1bp1p/3p4/q1pP2PN/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn3/2n2p1p/3p4/q1pP2PN/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1bn3/2n2p1p/3p1N2/q1pP2P1/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1b4/2n2p1p/3p1n2/q1pP2P1/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1b4/2n2p1p/3p1P2/q1pP4/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1b4/2n2p1p/1q1p1P2/2pP4/P1P4Q/2PB2BP/R2KR3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2kr3r/pp1b4/2n2p1p/1q1p1P2/2pP4/P1P4Q/2PB2BP/R1K1R3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r2r/pp1b4/2n2p1p/1q1p1P2/2pP4/P1P4Q/2PB2BP/R1K1R3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1R2r/pp1b4/2n2p1p/1q1p1P2/2pP4/P1P4Q/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1b4/2n2p1p/1q1p1P2/2pP4/P1P4Q/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1b4/2n2p1Q/1q1p1P2/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp6/2n2p1Q/1q1p1b2/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp6/2n2Q2/1q1p1b2/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1b4/2n2Q2/1q1p4/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1b4/2n5/1q1p2Q1/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1bn3/8/1q1p2Q1/2pP4/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp1bn3/8/1q1p4/2pP1Q2/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/8/1q1p1b2/2pP1Q2/P1P5/2PB2BP/R1K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/8/1q1p1b2/2pP1Q2/P1P5/2P3BP/R1K1B3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/8/3p1b2/q1pP1Q2/P1P5/2P3BP/R1K1B3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/8/3p1b2/q1pP1Q2/P1P5/R1P3BP/2K1B3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/2q5/3p1b2/2pP1Q2/P1P5/R1P3BP/2K1B3, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2k1r3/pp2n3/2q5/3p1b2/2pP1Q2/P1P3B1/R1P3BP/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp1kn3/2q5/3p1b2/2pP1Q2/P1P3B1/R1P3BP/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/pp1kn3/2q5/3p1b2/2pP1Q2/P1P3B1/1RP3BP/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/p2kn3/1pq5/3p1b2/2pP1Q2/P1P3B1/1RP3BP/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 4r3/p2kn3/1pq5/3p1b2/2pP1Q1P/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 5r2/p2kn3/1pq5/3p1b2/2pP1Q1P/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 5r2/p2kn3/1pq5/3pQb2/2pP3P/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p2kn3/1pq5/3pQb2/2pP3P/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p2kn3/1pq5/3pQb1P/2pP4/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p2kn3/1p2q3/3pQb1P/2pP4/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p2kn3/1p2Q3/3p1b1P/2pP4/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p3n3/1p2k3/3p1b1P/2pP4/P1P3B1/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 6r1/p3n3/1p2k3/3p1b1P/2pP3B/P1P5/1RP3B1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/3p1b1P/2pP3B/P1P5/1RP3r1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p1b1P/2pP3B/P1P5/2P3r1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/2pPb2B/P1P5/2P3r1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/P1pPb2B/2P5/2P3r1/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/P1pPb2B/2P5/2r5/2K5, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/P1pPb2B/2P5/2r5/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/P1pPb2B/2P5/7r/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3P/P1pPb3/2P3B1/7r/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/1R1p3r/P1pPb3/2P3B1/8/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 8/p3n3/1p2k3/PR1p3r/2pPb3/2P3B1/8/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2n5/p7/1p2k3/PR1p3r/2pPb3/2P3B1/8/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
FEN: 2n5/p7/1P2k3/1R1p3r/2pPb3/2P3B1/8/3K4, Games: 1, Wins: 0, Losses: 1, Draws: 0
